Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
1751,Huawei,V Series Mini 18,1296.4,Flipkart,4.2,60,7.4,6,512,Helio G99,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1752,OnePlus,Moto G Turbo 14,1649.58,Best Buy,3.9,165,7.0,8,512,Dimensity 9000,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1753,Vivo,Reno SE 16,1793.21,Walmart,4.8,165,6.2,6,64,Helio G99,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1754,Vivo,iPhone Max 22,918.94,eBay,4.6,144,5.5,8,64,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1755,Xiaomi,Pixel Max 15,435.83,Walmart,3.6,90,5.5,16,64,Dimensity 1080,48MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1756,Oppo,Narzo 5G 24,203.86,Amazon,3.5,60,7.1,16,64,Helio G99,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1757,Motorola,Pixel 5G 11,1757.24,Walmart,3.5,165,5.8,16,128,Helio G99,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1758,Xiaomi,iPhone Ultra 12,812.08,Reliance Digital,4.0,165,6.3,16,256,Dimensity 1080,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1759,Realme,iPhone Edge 23,312.95,Walmart,3.5,165,7.2,16,128,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1760,Realme,Xperia 5G 15,610.15,Best Buy,3.3,144,6.7,16,64,Helio G99,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1761,Vivo,Moto G Ultra 13,1120.56,AliExpress,3.0,90,7.2,8,64,Dimensity 920,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1762,OnePlus,V Series Ultra 18,364.93,Best Buy,3.2,120,5.2,16,512,Snapdragon 8+ Gen 1,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1763,Google,P Series Ultra 12,1603.66,Official Store,4.5,165,7.2,6,512,Tensor G2,64MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1764,Apple,P Series Edge 21,1338.88,eBay,4.4,120,6.6,12,128,A15 Bionic,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1765,Samsung,Reno SE 12,209.49,Official Store,4.1,60,7.3,4,128,Exynos 2200,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1766,Huawei,Galaxy S Pro 25,535.41,Best Buy,3.4,120,6.6,12,256,Dimensity 920,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1767,Google,Galaxy S Ultra 10,1848.69,Walmart,4.0,144,6.0,12,1024,Tensor G1,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1768,Nokia,P Series Turbo 17,750.84,Best Buy,4.3,165,7.0,8,128,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1769,Motorola,V Series 5G 11,223.32,Flipkart,4.3,144,5.4,16,64,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1770,Samsung,Redmi Note Edge 12,738.68,Best Buy,3.1,90,5.6,6,64,Exynos 2200,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1771,Vivo,Galaxy S Plus 12,1086.56,eBay,3.5,120,5.8,8,256,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1772,Nokia,Narzo Max 20,1516.84,Flipkart,4.4,90,7.2,8,64,Helio G99,64MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1773,Oppo,Narzo Turbo 20,1926.24,AliExpress,3.4,165,6.3,8,128,Helio G99,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1774,Vivo,Moto G Mini 24,451.89,Amazon,4.8,60,7.2,12,1024,Dimensity 920,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1775,Oppo,Mate Lite 15,1289.6,Amazon,3.3,60,6.7,6,64,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1776,Motorola,Pixel Edge 19,1061.32,Best Buy,4.1,144,6.6,4,1024,Dimensity 920,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1777,Motorola,Pixel Plus 10,811.65,Reliance Digital,3.2,90,6.1,4,1024,Helio G99,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1778,Xiaomi,Moto G Lite 24,1607.4,eBay,3.4,144,6.5,16,1024,Snapdragon 7 Gen 1,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1779,Motorola,Pixel Max 21,1244.6,Amazon,3.9,60,6.6,12,512,Helio G99,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1780,Oppo,Mate Mini 17,1015.53,Flipkart,3.7,144,5.9,6,64,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1781,Nokia,iPhone 5G 20,1664.84,Amazon,4.4,144,6.0,16,256,Dimensity 920,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1782,Xiaomi,Moto G Turbo 20,1407.39,Amazon,3.1,165,7.1,16,128,Snapdragon 7 Gen 1,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1783,Samsung,Galaxy S Mini 11,267.48,Walmart,4.6,165,5.6,16,512,Exynos 2200,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1784,Sony,Redmi Note Ultra 20,1958.44,Official Store,4.5,165,6.0,6,512,Helio G99,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1785,Sony,Redmi Note Plus 17,452.86,Reliance Digital,3.3,144,7.2,4,512,Helio G99,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1786,Vivo,Nord Max 15,1347.75,eBay,3.8,90,6.9,6,512,Dimensity 920,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1787,Sony,Moto G Lite 13,1386.81,Official Store,3.9,120,7.2,4,1024,Dimensity 920,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1788,Realme,Galaxy S Turbo 17,1670.88,Best Buy,3.0,60,5.0,12,512,Dimensity 920,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1789,Samsung,iPhone Edge 12,1011.79,Amazon,4.0,144,5.1,4,512,Snapdragon 8 Gen 2,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1790,Samsung,Xperia Turbo 21,511.86,AliExpress,3.2,120,7.1,6,256,Snapdragon 8 Gen 2,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1791,Sony,Narzo 5G 24,1266.66,Best Buy,4.4,144,5.2,8,1024,Dimensity 920,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1792,Xiaomi,Mate Max 25,319.28,Flipkart,4.3,90,6.4,12,128,Snapdragon 7 Gen 1,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1793,Motorola,V Series SE 17,1728.28,AliExpress,3.5,144,7.4,4,256,Helio G99,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1794,Realme,Narzo Plus 20,1951.0,Amazon,4.1,144,5.8,16,64,Dimensity 920,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1795,Samsung,Narzo Lite 23,1215.51,Flipkart,3.5,90,5.7,6,64,Exynos 2200,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1796,Samsung,Nord Edge 12,474.18,eBay,4.1,165,5.3,6,1024,Exynos 2200,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1797,Huawei,P Series Pro 17,591.48,Amazon,4.5,144,5.7,8,128,Dimensity 920,108MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1798,Google,Moto G Edge 23,1956.75,Best Buy,3.1,90,7.2,6,64,Tensor G2,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1799,Realme,V Series Ultra 11,374.38,Reliance Digital,4.3,165,5.8,12,256,Helio G99,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1800,Xiaomi,Redmi Note Edge 15,1720.56,Walmart,3.6,165,6.9,12,1024,Dimensity 1080,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1801,Huawei,Mate Lite 11,572.09,Flipkart,4.2,165,7.1,16,256,Helio G99,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1802,Vivo,Nord Mini 21,756.8,Flipkart,3.8,144,5.5,4,256,Dimensity 920,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1803,Vivo,V Series Mini 13,488.79,Walmart,4.8,144,5.8,4,128,Helio G99,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1804,Google,V Series Edge 19,530.49,Reliance Digital,4.4,90,7.0,4,512,Tensor G1,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1805,Apple,Galaxy S Mini 22,285.99,Best Buy,4.2,120,5.1,12,256,A15 Bionic,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1806,Realme,Nord Ultra 24,1254.15,Reliance Digital,3.0,90,6.6,6,512,Dimensity 920,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1807,Xiaomi,V Series Pro 16,709.78,AliExpress,3.5,60,7.5,12,128,Snapdragon 7 Gen 1,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1808,Google,Pixel Edge 13,1009.79,Walmart,3.1,120,5.2,16,128,Tensor G1,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1809,Google,Nord Ultra 15,1584.5,Best Buy,4.0,90,7.1,6,128,Tensor G2,50MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1810,Sony,Moto G Pro 24,286.17,eBay,4.8,144,6.4,6,512,Helio G99,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1811,OnePlus,Redmi Note Max 23,1709.51,Reliance Digital,3.5,90,7.2,6,128,Dimensity 9000,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1812,Oppo,Nord Pro 15,734.02,Reliance Digital,4.2,120,6.3,16,128,Dimensity 920,12MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1813,Motorola,P Series Pro 15,1627.65,Amazon,3.2,60,6.9,6,64,Helio G99,50MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1814,Oppo,Nord Ultra 13,948.99,Official Store,3.8,165,7.4,8,512,Dimensity 920,64MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1815,Nokia,iPhone Pro 21,588.08,Reliance Digital,4.1,165,5.7,6,1024,Helio G99,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1816,Samsung,Nord Edge 25,1441.67,AliExpress,3.1,90,5.6,8,256,Snapdragon 8 Gen 2,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1817,Xiaomi,Nord Lite 10,1047.95,Flipkart,4.3,144,6.8,8,256,Dimensity 1080,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1818,Apple,P Series Ultra 10,839.23,Walmart,4.7,165,5.3,6,128,A16 Bionic,48MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1819,Xiaomi,Xperia 5G 24,1959.08,eBay,3.8,144,5.1,8,1024,Snapdragon 7 Gen 1,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1820,Huawei,V Series Lite 24,789.42,Official Store,3.5,165,6.3,4,128,Helio G99,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1821,Google,iPhone Plus 17,1684.2,Official Store,3.0,165,6.0,6,256,Tensor G2,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1822,Samsung,Xperia Plus 15,669.84,Official Store,3.9,165,6.2,6,512,Snapdragon 8 Gen 2,64MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1823,Nokia,Moto G Max 18,767.18,Amazon,3.9,90,6.3,16,64,Dimensity 920,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1824,Oppo,Pixel Max 19,598.11,Walmart,3.8,120,7.1,4,1024,Helio G99,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1825,Sony,P Series Edge 10,1807.08,Official Store,3.4,165,7.1,16,256,Dimensity 920,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1826,Google,Nord Max 11,948.22,Amazon,4.5,144,6.9,4,64,Tensor G2,50MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1827,Motorola,Xperia SE 12,370.35,Reliance Digital,4.3,60,6.1,12,64,Helio G99,64MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1828,Oppo,iPhone Ultra 21,751.64,eBay,3.5,60,5.0,4,1024,Dimensity 920,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1829,Realme,Reno Turbo 24,784.42,Official Store,4.2,90,5.8,16,1024,Helio G99,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1830,Apple,P Series SE 16,1455.92,Walmart,4.5,90,6.3,8,256,A15 Bionic,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1831,Oppo,V Series Mini 11,247.01,Reliance Digital,3.3,144,5.8,12,1024,Dimensity 920,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1832,Samsung,Mate Lite 25,1865.79,Official Store,3.7,90,6.4,16,256,Snapdragon 8 Gen 2,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1833,Realme,Xperia Lite 12,1301.35,Official Store,3.4,90,5.2,8,64,Helio G99,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1834,Google,Xperia Max 19,1324.61,Best Buy,3.7,60,7.4,12,256,Tensor G2,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1835,Nokia,Reno Lite 25,1684.72,eBay,3.1,144,5.9,4,128,Helio G99,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1836,Motorola,Reno Turbo 11,1752.67,Reliance Digital,4.1,90,5.3,12,64,Helio G99,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1837,Xiaomi,Galaxy S SE 15,854.51,eBay,3.7,144,6.8,4,256,Snapdragon 7 Gen 1,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1838,Vivo,Nord Lite 17,674.91,AliExpress,3.1,90,5.9,6,256,Dimensity 920,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1839,Huawei,Galaxy S Plus 18,1105.93,Flipkart,4.8,165,6.0,8,512,Dimensity 920,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1840,OnePlus,Mate Pro 20,557.66,Walmart,4.1,144,6.0,12,1024,Snapdragon 8+ Gen 1,48MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1841,Apple,Galaxy S Mini 16,477.15,Amazon,5.0,60,7.2,12,256,A15 Bionic,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1842,Samsung,Reno Ultra 11,1399.35,eBay,3.1,144,6.7,12,512,Exynos 2200,12MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1843,Apple,Moto G Plus 13,305.64,Reliance Digital,4.6,120,5.4,8,256,A16 Bionic,64MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1844,Motorola,Narzo Lite 21,1151.29,Amazon,4.3,144,6.1,4,128,Dimensity 920,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1845,Oppo,Galaxy S Plus 15,1396.44,Best Buy,4.4,90,5.8,6,512,Dimensity 920,48MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1846,Realme,Mate Plus 19,1298.54,Best Buy,4.9,120,7.0,4,512,Helio G99,48MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1847,Realme,Mate Ultra 15,1479.25,AliExpress,4.0,60,6.5,12,64,Dimensity 920,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1848,Vivo,Redmi Note Turbo 13,690.7,Best Buy,3.1,60,6.5,4,512,Helio G99,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1849,Vivo,iPhone Ultra 13,1661.97,Flipkart,3.2,120,6.5,4,128,Helio G99,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1850,Google,V Series Pro 18,869.7,Official Store,4.5,165,6.0,8,512,Tensor G2,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1851,Huawei,Mate Edge 25,316.24,Walmart,3.9,90,5.9,12,128,Dimensity 920,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1852,Huawei,iPhone Pro 12,741.21,Reliance Digital,4.5,120,7.3,4,256,Helio G99,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1853,Google,Galaxy S Edge 15,1921.87,eBay,3.8,120,5.6,16,128,Tensor G2,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1854,Sony,Moto G Turbo 15,248.82,Best Buy,3.7,144,7.2,6,512,Helio G99,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1855,Huawei,Moto G Lite 21,1025.38,AliExpress,3.4,90,7.0,16,128,Dimensity 920,200MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1856,OnePlus,iPhone 5G 25,196.74,Reliance Digital,3.0,60,6.0,8,128,Snapdragon 8+ Gen 1,200MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1857,Sony,Xperia Max 23,822.98,Reliance Digital,5.0,120,6.7,16,512,Dimensity 920,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1858,Huawei,Mate Pro 20,316.8,Amazon,4.3,90,5.7,4,256,Dimensity 920,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
